0,0.25
0.01,0.250512508
0.02,0.251050068
0.03,0.251612733
0.04,0.25220056
0.05,0.252813607
0.06,0.253451935
0.07,0.254115609
0.08,0.254804695
0.09,0.255519261
0.1,0.25625938
0.11,0.257025124
0.12,0.257816571
0.13,0.258633801
0.14,0.259476893
0.15,0.260345934
0.16,0.26124101
0.17,0.262162209
0.18,0.263109626
0.19,0.264083353
0.2,0.265083489
0.21,0.266110134
0.22,0.267163389
0.23,0.268243362
0.24,0.269350159
0.25,0.270483891
0.26,0.271644672
0.27,0.272832617
0.28,0.274047846
0.29,0.27529048
0.3,0.276560643
0.31,0.277858463
0.32,0.279184068
0.33,0.280537593
0.34,0.281919171
0.35,0.283328941
0.36,0.284767045
0.37,0.286233625
0.38,0.287728829
0.39,0.289252807
0.4,0.290805709
0.41,0.292387693
0.42,0.293998915
0.43,0.295639538
0.44,0.297309725
0.45,0.299009643
0.46,0.300739462
0.47,0.302499356
0.48,0.3042895
0.49,0.306110072
0.5,0.307961257
0.51,0.34192928
0.52,0.3451014
0.53,0.348342622
0.54,0.351653061
0.55,0.355032834
0.56,0.35848206
0.57,0.362000862
0.58,0.365589367
0.59,0.369247703
0.6,0.372976001
0.61,0.376774398
0.62,0.380643031
0.63,0.38458204
0.64,0.388591569
0.65,0.392671766
0.66,0.39682278
0.67,0.401044765
0.68,0.405337877
0.69,0.409702274
0.7,0.41413812
0.71,0.418645581
0.72,0.423224824
0.73,0.427876021
0.74,0.432599349
0.75,0.437394985
0.76,0.442263111
0.77,0.447203911
0.78,0.452217574
0.79,0.45730429
0.8,0.462464256
0.81,0.467697668
0.82,0.473004729
0.83,0.478385642
0.84,0.483840616
0.85,0.489369862
0.86,0.494973596
0.87,0.500652035
0.88,0.506405402
0.89,0.512233921
0.9,0.518137822
0.91,0.524117338
0.92,0.530172703
0.93,0.536304158
0.94,0.542511946
0.95,0.548796313
0.96,0.55515751
0.97,0.561595791
0.98,0.568111414
0.99,0.57470464
1,0.581375736
