0,0
0.01,0.002600002
0.02,0.005200013
0.03,0.007800045
0.04,0.010400107
0.05,0.013000208
0.06,0.01560036
0.07,0.018200572
0.08,0.020800854
0.09,0.023401215
0.1,0.026001668
0.11,0.02860222
0.12,0.031202882
0.13,0.033803665
0.14,0.036404578
0.15,0.039005631
0.16,0.041606835
0.17,0.0442082
0.18,0.046809736
0.19,0.049411452
0.2,0.05201336
0.21,0.054615469
0.22,0.05721779
0.23,0.059820332
0.24,0.062423106
0.25,0.065026123
0.26,0.067629393
0.27,0.070232925
0.28,0.07283673
0.29,0.07544082
0.3,0.078045203
0.31,0.080649891
0.32,0.083254894
0.33,0.085860222
0.34,0.088465886
0.35,0.091071897
0.36,0.093678265
0.37,0.096285001
0.38,0.098892116
0.39,0.10149962
0.4,0.104107523
0.41,0.106715838
0.42,0.109324574
0.43,0.111933742
0.44,0.114543354
0.45,0.11715342
0.46,0.119763952
0.47,0.12237496
0.48,0.124986455
0.49,0.127598449
0.5,0.130210953
0.51,0.132823978
0.52,0.135437536
0.53,0.138051637
0.54,0.140666293
0.55,0.143281516
0.56,0.145897317
0.57,0.148513708
0.58,0.1511307
0.59,0.153748306
0.6,0.156366536
0.61,0.158985403
0.62,0.161604918
0.63,0.164225094
0.64,0.166845942
0.65,0.169467475
0.66,0.172089705
0.67,0.174712644
0.68,0.177336304
0.69,0.179960697
0.7,0.182585837
0.71,0.185211735
0.72,0.187838405
0.73,0.190465858
0.74,0.193094108
0.75,0.195723167
0.76,0.198353049
0.77,0.200983766
0.78,0.203615331
0.79,0.206247758
0.8,0.20888106
0.81,0.21151525
0.82,0.214150341
0.83,0.216786347
0.84,0.219423282
0.85,0.22206116
0.86,0.224699993
0.87,0.227339797
0.88,0.229980584
0.89,0.232622369
0.9,0.235265167
0.91,0.237908992
0.92,0.240553857
0.93,0.243199777
0.94,0.245846768
0.95,0.248494843
0.96,0.251144018
0.97,0.253794307
0.98,0.256445726
0.99,0.259098289
1,0.261752012
