0,5.25
0.01,5.305250835
0.02,5.3610067
0.03,5.41727267
0.04,5.474053871
0.05,5.531355482
0.06,5.589182733
0.07,5.647540906
0.08,5.706435338
0.09,5.765871419
0.1,5.82585459
0.11,5.886390352
0.12,5.947484258
0.13,6.009141917
0.14,6.071368994
0.15,6.134171214
0.16,6.197554355
0.17,6.261524257
0.18,6.326086816
0.19,6.391247988
0.2,6.457013791
0.21,6.5233903
0.22,6.590383653
0.23,6.65800005
0.24,6.726245752
0.25,6.795127083
0.26,6.864650433
0.27,6.934822254
0.28,7.005649062
0.29,7.07713744
0.3,7.149294038
0.31,7.222125571
0.32,7.295638822
0.33,7.369840642
0.34,7.444737953
0.35,7.520337743
0.36,7.596647073
0.37,7.673673073
0.38,7.751422947
0.39,7.829903969
0.4,7.909123488
0.41,7.989088926
0.42,8.069807778
0.43,8.151287618
0.44,8.233536093
0.45,8.316560927
0.46,8.400369925
0.47,8.484970966
0.48,8.570372011
0.49,8.6565811
0.5,8.743606354
0.51,8.831455975
0.52,8.920138248
0.53,9.009661543
0.54,9.100034311
0.55,9.191265089
0.56,9.283362501
0.57,9.376335257
0.58,9.470192154
0.59,9.564942077
0.6,9.660594002
0.61,9.757156994
0.62,9.854640209
0.63,9.953052896
0.64,10.0524044
0.65,10.15270415
0.66,10.25396167
0.67,10.3561866
0.68,10.45938866
0.69,10.56357767
0.7,10.66876354
0.71,10.77495629
0.72,10.88216605
0.73,10.99040304
0.74,11.09967757
0.75,11.21000008
0.76,11.3213811
0.77,11.43383127
0.78,11.54736133
0.79,11.66198213
0.8,11.77770464
0.81,11.89453993
0.82,12.01249919
0.83,12.1315937
0.84,12.25183488
0.85,12.37323426
0.86,12.49580347
0.87,12.61955427
0.88,12.74449853
0.89,12.87064826
0.9,12.99801556
0.91,13.12661267
0.92,13.25645195
0.93,13.38754589
0.94,13.51990709
0.95,13.6535483
0.96,13.78848237
0.97,13.9247223
0.98,14.06228121
0.99,14.20117236
1,14.34140914
